Ülemkood;RfkLiik;Kood;Kirjeldus;Selgitus;KA;VA;
e1201;;;Abivahendid ja - tehnoloogiad isiklikuks liikumiseks ning transpordiks siseruumides ja väljas;"Assistive products and technology for personal indoor and
outdoor mobility and transportation";"Kohandatud või spetsiaalselt kavandatud
tooted, tehnoloogiad ja varustus, mis
aitavad inimestel liikuda hoonete sees ja
neist väljaspool, nagu kõndimise
abivahendid, spetsiaalsed autod ja
furgoonid, kohandatud sõidukid, ratastoolid, motorollerid ja transpordiseadmed.";"Adapted or specially designed equipment, products and
technologies that assist people to move inside and outside
buildings, such as walking devices, special cars and vans,
adaptations to vehicles, wheelchairs, scooters and transfer
devices.";
e1208;;;TTT tooted ja tehnoloogiad isiklikuks liikumiseks ning transpordiks siseruumides ja väljas;"Products and technology for personal indoor and outdoor
mobility and transportation, other specified";;;
e1209;;;Ttooted ja tehnoloogiad isiklikuks liikumiseks ning transpordiks siseruumides ja väljas;"Products and technology for personal indoor and outdoor
mobility and transportation, unspecified";;;
e125;;;Kommunikatsioonivahendid ja - tehnoloogiad;Products and technology for communication;"Varustus, tooted ja tehnoloogiad, mida
kasutatakse info saatmisel ja
vastuvõtmisel, k.a need, mis on
kohandatud või spetsiaalselt kavandatud ja
asuvad nende kasutaja sees, kehal või
läheduses.
K.a: kommunikatsiooni tava- ja
abivahendid ning tehnoloogiad";"Equipment, products and technologies used by people in activities of
sending and receiving information, including those adapted or specially
designed, located in, on or near the person using them.
Inclusions: general and assistive products and technology for
communication";
e1250;;;Kommunikatsiooni tavavahendid ja tehnoloogiad;General products and technology for communication;"Varustus, tooted ja tehnoloogiad, mida
kasutatakse info saatmisel ja
vastuvõtmisel, nagu nägemis- ja
kuulmisaparaadid, helisalvestuse ja -
vastuvõtmise seadmed, televisiooni- ja
videotehnika, telefonid, heli- ja
pildiülekandesüsteemid, mida ei ole kohandatud ega spetsiaalselt kavandatud.";"Equipment, products and technologies used by people in
activities of sending and receiving information, such as optical
and auditory devices, audio recorders and receivers, television
and video equipment, telephone devices, sound transmission
systems and face-to-face communication devices, not adapted
or specially designed.";
e1251;;;"Kommunikatsiooni
abivahendid ja tehnoloogia";Assistive products and technology for communication;"Kohandatud või spetsiaalselt kavandatud
varustus, tooted ja tehnoloogiad, mis
aitavad inimesel infot saata ja vastu võtta,
nagu spetsiaalsed videoseadmed,
elektrooptikaseadmed, spetsiaalkirja-,
joonistamis- või käsitsikirjaseadmed, signaalsüsteemid ning spetsiaalne arvuti riist- ja tarkvara, sisekõrva implantaadid, kuulmisseadmed, prillid ja kontaktläätsed.";"Adapted or specially designed equipment, products and
technologies that assist people to send and receive information,
such as specialized vision devices, electro-optical devices,
specialized writing devices, drawing or handwriting devices,
signalling systems and special computer software and
hardware, cochlear implants, hearing aids, FM auditory
trainers, voice prostheses, communication boards, glasses and
contact lenses.";
e1258;;;"TT
kommunikatsioonivahendid ja -tehnoloogiad";"Products and technology for communication, other
specified";;;
e1259;;;"Tta
kommunikatsioonivahendid ja -tehnoloogiad";Products and technology for communication, unspecified;;;
e130;;;Õppevahendid ja -tehnoloogiad;Products and technology for education;"Varustus, tooted, protsessid, meetodid ja
tehnoloogiad, mida kasutatakse teadmiste,
eriala või oskuste omandamiseks, k.a
need, mis on kohandatud või spetsiaalselt
kavandatud.
K.a: õppeotstarbelised tava- ja
abivahendid ning tehnoloogiad";"Equipment, products, processes, methods and technology used for
acquisition of knowledge, expertise or skill, including those adapted or
specially designed.
Inclusions: general and assistive products and technology for education";
e1300;;;Õppeotstarbelised tavavahendid ning tehnoloogiad;General products and technology for education;"Varustus, tooted, protsessid, meetodid ja
tehnoloogiad, mida kasutatakse igal
tasandil teadmiste, eriala või oskuste
omandamiseks, nagu raamatud, õpikud,
arendavad mänguasjad, arvuti riist- ja
tarkvara, mida pole kohandatud ega
spetsiaalselt kavandatud.";"Equipment, products, processes, methods and technology used
for acquisition of knowledge, expertise or skill at any level,
such as books, manuals, educational toys, computer hardware
or software, not adapted or specially designed.";
e1301;;;Õppeotstarbelised abivahendid ning tehnoloogiad;Assistive products and technology for education;"Kohandatud või spetsiaalselt kavandatud
varustus, tooted, protsessid, meetodid ja
tehnoloogiad, mida kasutatakse teadmiste,
eriala või oskuste omandamiseks, nagu
spetsiaalne arvutitehnoloogia.";"Adapted and specially designed equipment, products,
processes, methods and technology used for acquisition of
knowledge, expertise or skill, such as specialized computer
technology.";
e1308;;;TT õppevahendid ja - tehnoloogiad;Products and technology for education, other specified;;;
e1309;;;Tta õppevahendid ja -tehnoloogiad;Products and technology for education, unspecified;;;
e135;;;Töövahendid ja-tehnoloogiad;Products and technology for employment;"Varustus, tooted ja tehnoloogiad, mida
kasutatakse töö juures tegevuse
hõlbustamiseks.
K.a: tööl kasutatavad tava- ja
abivahendid ning tehnoloogiad";"Equipment, products and technology used for employment to facilitate
work activities.
Inclusions: general and assistive products and technology for employment";
e1350;;;Tööl kasutatavad tavavahendid ja -tehnoloogiad;General products and technology for employment;"Varustus, tooted ja tehnoloogiad, mida
kasutatakse töö juures tegevuse
hõlbustamiseks, nagu tööriistad, masinad
ja kontoriseadmed, mida pole kohandatud
ega spetsiaalselt kavandatud";"Equipment, products and technology used for employment to
facilitate work activities, such as tools, machines and office
equipment, not adapted or specially designed.";
e1351;;;Tööl kasutatavad abivahendid ja - tehnoloogiad;Assistive products and technology for employment;"Kohandatud või spetsiaalselt kavandatud
varustus, tooted ja tehnoloogiad, mida
kasutatakse töö juures tegevuse
hõlbustamiseks, nagu reguleeritavad lauad,
kooli- ja tisleripingid; kontoriuste avamisesulgemise
kaugjuhtimine; arvuti riist- ja
tarkvara)";"Adapted or specially designed equipment, products and
technology used for employment to facilitate work activities,
such as adjustable tables, desks and filing cabinets; remote
control entry and exit of office doors; computer hardware,
software, accessories and environmental control units aimed at
facilitating an individual's conduct of work-related tasks and
aimed at control of the work environment (e.g. scanners,
remote control systems, voice-controlled systems and timer
switches).";
e1358;;;TT töövahendid ja -tehnoloogiad;Products and technology for employment, other specified;;;
e1359;;;Tta töövahendid ja -tehnoloogiad;Products and technology for employment, unspecified;;;
e140;;;Kultuuri-, meelelahutus- ja spordivahendid ning tehnoloogiad;Products and technology for culture, recreation and sport;"Varustus, tooted ja tehnoloogiad, mida
kasutatakse kultuuri-, meelelahutus- või
spordialaseks tegevuseks ja selle
parandamiseks, k.a need, mida on
kohandatud või spetsiaalselt kavandatud.
K.a: kultuuri, meelelahutuse ja spordi
tava- ja abivahendid ning tehnoloogiad";"Equipment, products and technology used for the conduct and
enhancement of cultural, recreational and sporting activities, including
those adapted or specially designed.
Inclusions: general and assistive products and technology for culture,
recreation and sport";
e1400;;;Kultuuri-,meelelahutus- ja spordialased tavavahendid ning tehnoloogiad;"General products and technology for culture, recreation and
sport";"Varustus, tooted ja tehnoloogiad, mida
kasutatakse kultuuri-, meelelahutus- või
spordialaseks tegevuseks ja selle
parandamiseks, nagu mänguasjad, suusad,
tennisepallid ja muusikariistad, mida pole
kohandatud ega spetsiaalselt kavandatud";"Equipment, products and technology used for the conduct and
enhancement of cultural, recreational and sporting activities,
such as toys, skis, tennis balls and musical instruments, not
adapted or specially designed.";
e1401;;;Kultuuri-, meelelahutus- ja spordialased abivahendid ning tehnoloogiad;"Assistive products and technology for culture, recreation
and sport";"Kohandatud või spetsiaalselt kavandatud
varustus, tooted ja tehnoloogiad, mida
kasutatakse kultuuri-, meelelahutus- või
spordialaseks tegevuseks ja selle
parandamiseks, nagu modifitseeritud
liikumisvahendid sportimise tarvis,
mugandused muusika- ja muude kunstiharrastuste jaoks.";"Adapted or specially designed equipment, products and
technology used for the conduct and enhancement of cultural,
recreational and sporting activities, such as modified mobility
devices for sports, adaptations for musical and other artistic
performance.";
e1408;;;TT kultuuri-, meelelahutus- ja spordivahendid ning tehnoloogiad;"Products and technology for culture, recreation and sport,
other specified";;;
e1409;;;Tta kultuuri-, meelelahutus- ja spordivahendid ning tehnoloogiad;"Products and technology for culture, recreation and sport,
unspecified";;;
e145;;;Religiooni ja spirituaalsusega tegelemise vahendid ning tehnoloogiad;Products and technology for the practice of religion and spirituality;"Tooted ja tehnoloogiad, unikaalne ese või
masstoodang, millele religiooni või
spirituaalsusega tegelemise kontekstis
antakse või lisandub sümboolne tähendus,
k.a need, mida on kohandatud või
spetsiaalselt kavandatud.
K.a: religiooni ja spirituaalsusega
tegelemise tava- ja abivahendid ning
tehnoloogiad";"Products and technology, unique or mass-produced, that are given or
take on a symbolic meaning in the context of the practice of religion or
spirituality, including those adapted or specially designed.
Inclusions: general and assistive products and technology for the practice
of religion and spirituality";
e1450;;;Religiooni ja spirituaalsusega tegelemise tavavahendid ning tehnoloogiad;"General products and technology for the practice of religion
or spirituality";"Tooted ja tehnoloogiad, unikaalne ese või
masstoodang, millele religiooni või
spirituaalsusega tegelemise kontekstis
antakse või lisandub sümboolne tähendus,
nagu pühakojad, meiupuud (paelte ja
lilledega ehitud puud, mille ümber
maipühade ajal tantsitakse)";"Products and technology, unique or mass-produced, that are
given or take on a symbolic meaning in the context of the
practice of religion or spirituality, such as spirit houses,
maypoles, headdresses, masks, crucifixes, menorahs and
prayer mats, not adapted or specially designed.";
e1451;;;Religiooni ja spirituaalsusega tegelemise abivahendid ning - tehnoloogiad;"Assistive products and technology for the practice of
religion or spirituality";"Kohandatud või spetsiaalselt kavandatud
tooted ja tehnoloogiad, millele religiooni või
spirituaalsusega tegelemise kontekstis
antakse või lisandub sümboolne tähendus,
nagu Braille kirjas usuteemalised raamatud
ja tarokk-kaardid ning spetsiaalne ratastoolirataste kate templisse sisenemise jaoks.";"Adapted or specially designed products and technology that
are given, or take on a symbolic meaning in the context of the
practice of religion or spirituality, such as Braille religious
books, Braille tarot cards, and special protection for wheelchair
wheels when entering temples.";
e1458;;;TT religiooni ja spirituaalsusega tegelemise vahendid ning tehnoloogiad;"Products and technology for the practice of religion or
spirituality, other specified";;;
e1459;;;Tta religiooni ja spiritualismiga tegelemise vahendid ning tehnoloogiad;"Products and technology for the practice of religion or
spirituality, unspecified";;;
e150;;;Üldkasutatavate hoonete kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad;"Design, construction and building products and technology of
buildings for public use";"Tooted ja tehnoloogiad, mis moodustavad
indiviidi sise- ja välistehiskeskkonna ning
mis on kavandatud, kujundatud ja ehitatud
üldiseks kasutamiseks, k.a kohandatud või
spetsiaalselt kavandatud hooned.
K.a: sisse- ja väljapääsude, sisustuse
ja viitade kujundus, konstruktsioon,
ehitusmaterjalid ja tehnoloogiad.";"Products and technology that constitute an individual's indoor and
outdoor human-made environment that is planned, designed and
constructed for public use, including those adapted or specially
designed.
Inclusions: design, construction and building products and technology of
entrances and exits, facilities and routing";
e1500;;;Üldkasutatavate hoonete sisse- ja väljapääsude kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad;"Design, construction and building products and technology
for entering and exiting buildings for public use";"Tehiskeskkonna sisse- ja väljapääsude
tooted ning tehnoloogiad, mis on
kavandatud, kujundatud ja ehitatud üldiseks
kasutamiseks, nagu nt asutuste, poodide,
teatrite sisse- ja väljapääsude kujundus,
konstruktsioon ning ehitus, ajutised ja
alalised käsipuud.";"Products and technology of entry and exit from the humanmade
environment that is planned, designed and constructed
for public use, such as design, building and construction of
entries and exits to buildings for public use (e.g. workplaces,
shops and theatres), public buildings, portable and stationary
ramps, power-assisted doors, lever door handles and level door
thresholds.";
e1501;;;Üldkasutatavate hoonete sees olevale varustusele juurdepääsu võimaldamise kujundus, konstruktsioon, ehitusmaterjalid jatehnoloogiad;"Design, construction and building products and technology
for gaining access to facilities inside buildings for public use";"Tooted ja tehnoloogiad, mis on seotud
üldkasutatavate hoonete sisustamise,
konstruktsiooni või ehitusega, nagu
tualettruumi sisseseade, telefonid,
kõneseadmed, liftid või tõstukid,
eskalaatorid, termostaadid (temperatuuri
reguleerimiseks) ja auditooriumides või staadionitel.";"Products and technology of indoor facilities in design, building
and construction for public use, such as washroom facilities,
telephones, audio loops, lifts or elevators, escalators,
thermostats (for temperature regulation) and dispersed
accessible seating in auditoriums or stadiums.";
e1502;;;Kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad üldkasutatavates hoonetes suuna ja tee leidmiseks ning asukoha määramiseks;"Design, construction and building products and technology
for way finding, path routing and designation of locations
in buildings for public use";"Hoonesisesed ja -välised tooted ning
tehnoloogiad üldkasutatavate hoonete
kujundamisel, projekteerimisel ja
ehitamisel, mis aitavad inimesel leida oma
teed hoonetes ja nende läheduses ning
teha kindlaks kohad, kuhu nad tahavad
minna.";"Indoor and outdoor products and technology in design,
building and construction for public use to assist people to find
their way inside and immediately outside buildings and locate
the places they want to go to, such as signage, in Braille or
writing, size of corridors, floor surfaces, accessible kiosks and
other forms of directories.";
e1508;;;TT üldkasutatavate hoonete kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad;"Design, construction and building products and technology
of buildings for public use, other specified";;;
e1509;;;Tta üldkasutatavate hoonete kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad;"Design, construction and building products and technology
of buildings for public use, unspecified";;;
e155;;;Eravalduses olevate hoonete kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad;"Design, construction and building products and technology of
buildings for private use";"Tooted ja tehnoloogiad, mis moodustavad
indiviidi sise- ja välistehiskeskkonna ning
mis on kavandatud, kujundatud ja ehitatud
eraviisilise kasutamise otstarbel, k.a
kohandatud või spetsiaalselt kavandatud
hooned.
K.a: Sisse- ja väljapääsude, sisustuse
ja viitade kujundus, konstruktsioon,
ehitusmaterjalid ja tehnoloogiad";"Products and technology that constitute an individual's indoor and
outdoor human-made environment that is planned, designed and
constructed for private use, including those adapted or specially
designed.
Inclusions: design, construction and building products and technology of
entrances and exits, facilities and routing";
e1550;;;Eravalduses olevate hoonete sisse- ja väljapääsude kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad;"Design, construction and building products and technology
for entering and exiting of buildings for private use";"Tehiskeskkonna sisse- ja väljapääsude
tooted ning tehnoloogiad, mis on
kavandatud, kujundatud ja ehitatud
eraviisilise kasutamise otstarbel, nagu
eramajade uksed, ajutised ja alalised
käsipuud, automaatselt avanevad uksed,
hoovaga ukselingid ja maapinnaga tasa olevad uksekünnised";"Products and technology of entry and exit from the humanmade
environment that is planned, designed and constructed
for private use, such as entries and exits to private homes,
portable and stationary ramps, power-assisted doors, lever
door handles and level door thresholds.";
e1551;;;Eravalduses olevate hoonete sees olevale varustusele juurdepääsu võimaldamise kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad;"Design, construction and building products and technology
for gaining access to facilities in buildings for private use";"Tooted ja tehnoloogiad, mis on seotud
eramajade sisustamise, konstruktsiooni või
ehitusega, nagu vannitoa/tualettruumi
sisustus, telefonid, kõneseadmed,
köögikapid, elektri- ja kontrollseadmed.";"Products and technology related to design, building and
construction inside buildings for private use, such as
washroom facilities, telephones, audio loops, kitchen cabinets,
appliances and electronic controls in private homes.";
e1552;;;Kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad eravalduses olevates hoonetes suuna ja tee leidmiseks ning asukoha määramiseks;"Design, construction and building products and technology
for way finding, path routing and designation of locations
in buildings for private use";"Hoonesisesed ja -välised tooted ning
tehnoloogiad eravalduses olevate hoonete
kujundamisel, projekteerimisel ja
ehitamisel, mis aitavad inimesel leida oma
teed hoonetes ja nende läheduses ning
teha kindlaks kohad, kuhu nad tahavad
minna.";"Indoor and outdoor products and technology in the design,
building and construction of path routing, for private use, to
assist people to find their way inside and immediately outside
buildings and locate the places they want to go to, such as
signage, in Braille or writing, size of corridors and floor
surfaces.";
e1558;;;TT eravalduses olevate hoonete kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad;"Design, construction and building products and technology
of buildings for private use, other specified";;;
e1559;;;Tta eravalduses olevate hoonete kujundus, konstruktsioon, ehitusmaterjalid ja tehnoloogiad;"Design, construction and building products and technology
of buildings for private use, unspecified";;;
e160;;;"Maakasutuse tooted
ja tehnoloogiad";Products and technology of land development;"Maapiirkondade tooted ja tehnoloogiad, mis
mõjutavad indiviidi ümbritsevat
väliskeskkonda maakasutusstrateegia,
maa-ala kujundamise, planeerimise ja
arendamise kaudu, k.a need, mis on
kohandatud või spetsiaalselt kavandatud.
K.a: maapiirkonna tooted ja
tehnoloogiad, mida on korraldatud
vastavalt maakasutusstrateegia
rakendamisele, nagu põllumajandus-,
eeslinnade- ja linnapiirkonnad, pargid,
looduse ja loomastiku kaitsealad";"Products and technology of land areas, as they affect an individual's
outdoor environment through the implementation of land use policies,
design, planning and development of space, including those adapted or
specially designed.
Inclusions: products and technology of land areas that have been
organized by the implementation of land use policies, such as rural areas,
suburban areas, urban areas, parks, conservation areas and wildlife
reserves";
